id,alcohol_consumption,location_class,workstatus,score,divorce,widowed,education,residence_region,babies,preteen,teens,income,engagement_religion,x1,tvhours,gender,response
citzen9030,Once a month,D,keeping house,51,no,no,12,middle atlantic,2,0,0,$25000 or more,once a year,1,,1,Pretty Happy
citzen9031,Once a month,C,working parttime,39,,,16,e. nor. central,0,0,0,$25000 or more,once a year,2,1,0,Very Happy
citzen9032,Once a week,D,working parttime,17,no,,11,middle atlantic,0,0,0,,never,2,7,1,Pretty Happy
citzen9033,Once a month,C,keeping house,47,no,no,16,middle atlantic,1,1,0,$25000 or more,every week,2,1,1,Pretty Happy
citzen9034,Never,F,school,57,,no,15,new england,0,0,2,$25000 or more,every week,2,2,1,Pretty Happy
citzen9035,Occassional,C,working fulltime,49,no,no,14,w. sou. central,0,0,0,$25000 or more,every week,2,2,1,Pretty Happy
citzen9036,Once a week,D,keeping house,,no,,3,south atlantic,1,0,0,$10000 - 14999,never,1,4,1,Pretty Happy
citzen9037,Once a month,E,working fulltime,43,,no,14,pacific,0,0,0,$25000 or more,never,3,,0,Pretty Happy
citzen9038,2 - 3 times a month,G,working fulltime,71,no,no,16,foreign,1,0,0,$25000 or more,once a month,1,3,0,Very Happy
citzen9039,Never,G,working fulltime,47,,no,16,south atlantic,0,0,0,$20000 - 24999,never,1,,0,Very Happy
citzen904,Once a week,F,working fulltime,36,no,no,12,middle atlantic,0,1,0,$25000 or more,every week,1,,0,Very Happy
citzen9041,Rarely,C,working fulltime,49,,,16,pacific,0,0,0,$20000 - 24999,every week,1,1,1,Pretty Happy
citzen9042,Rarely,B,school,32,,,13,middle atlantic,2,0,0,$4000 to 4999,sevrl times a yr,2,6,1,Very Happy
citzen9047,Once a month,G,working parttime,32,no,no,13,south atlantic,0,0,0,$25000 or more,every week,2,,0,Pretty Happy
citzen9050,2 - 3 times a month,A,retired,46,no,no,8,south atlantic,0,0,0,$25000 or more,every week,3,3,0,Very Happy
citzen9053,Multiple times in a week,A,working parttime,31,,,12,w. sou. central,0,0,1,$10000 - 14999,sevrl times a yr,1,,0,Not Happy
citzen9054,Once a week,D,retired,45,,no,13,middle atlantic,0,0,0,$15000 - 19999,nrly every week,3,,0,Pretty Happy
citzen9055,Once a week,G,working fulltime,75,no,no,19,w. nor. central,1,0,0,$25000 or more,once a year,1,1,1,Very Happy
citzen9061,Once a week,G,working parttime,36,,yes,9,foreign,0,0,0,$8000 to 9999,never,2,2,1,Pretty Happy
citzen9064,2 - 3 times a month,D,working parttime,28,,,12,middle atlantic,0,0,0,$25000 or more,nrly every week,1,2,1,Very Happy
citzen9065,Once a week,F,working fulltime,47,yes,no,12,e. nor. central,0,1,0,$25000 or more,sevrl times a yr,3,2,0,Pretty Happy
citzen9067,Rarely,D,working fulltime,39,no,no,17,w. nor. central,0,0,0,$25000 or more,never,2,5,1,Pretty Happy
citzen9068,Never,D,retired,32,yes,,11,middle atlantic,0,0,0,$10000 - 14999,once a month,2,5,1,Pretty Happy
citzen9069,Once a week,B,working fulltime,57,,no,14,w. sou. central,0,0,0,,once a month,2,2,1,Pretty Happy
citzen9071,Once a week,B,working fulltime,49,,no,14,pacific,0,0,0,$25000 or more,once a year,1,0,1,Pretty Happy
citzen9072,2 - 3 times a month,D,working fulltime,57,,no,15,south atlantic,0,1,1,$10000 - 14999,2-3x a month,2,3,1,Pretty Happy
citzen9074,2 - 3 times a month,A,keeping house,23,no,no,15,middle atlantic,1,2,0,$25000 or more,sevrl times a yr,1,3,1,Pretty Happy
citzen9075,2 - 3 times a month,G,working fulltime,30,,,16,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,3,2,0,Pretty Happy
citzen9076,Once a month,D,"unempl, laid off",51,,,12,e. nor. central,0,0,0,$25000 or more,once a month,3,,0,Very Happy
citzen9077,,D,working fulltime,74,no,,16,e. nor. central,0,0,0,,every week,1,,1,Very Happy
citzen9078,2 - 3 times a month,B,retired,46,no,,13,middle atlantic,0,0,0,$10000 - 14999,more thn once wk,2,2,1,Pretty Happy
citzen9079,Once a month,D,retired,66,no,,14,w. sou. central,0,0,0,,every week,3,8,1,Very Happy
citzen908,Once a month,D,working fulltime,65,no,no,18,middle atlantic,0,0,0,$25000 or more,nrly every week,3,1,0,Pretty Happy
citzen9081,Never,D,working fulltime,32,no,no,16,foreign,1,1,0,$25000 or more,2-3x a month,1,,0,Very Happy
citzen9082,Rarely,D,keeping house,,no,no,10,middle atlantic,0,0,0,$25000 or more,once a year,2,6,1,Pretty Happy
citzen9084,2 - 3 times a month,G,working fulltime,36,,no,14,middle atlantic,0,0,1,,never,2,,1,Pretty Happy
citzen9086,Never,B,keeping house,29,,,7,middle atlantic,1,1,0,$5000 to 5999,more thn once wk,1,,1,Pretty Happy
citzen9087,,A,working fulltime,28,yes,no,12,w. nor. central,0,1,1,$25000 or more,once a year,2,1,1,Not Happy
citzen9089,Multiple times in a week,C,working fulltime,51,,,12,mountain,0,3,0,$15000 - 19999,lt once a year,1,,1,Not Happy
citzen9092,,D,"unempl, laid off",35,no,no,13,e. nor. central,0,0,0,$25000 or more,once a year,2,1,0,Not Happy
citzen9093,Once a week,A,retired,46,no,,12,e. nor. central,0,0,0,$15000 - 19999,lt once a year,1,3,1,Pretty Happy
citzen9094,2 - 3 times a month,C,working fulltime,58,,,16,pacific,0,0,0,$15000 - 19999,sevrl times a yr,2,1,0,Very Happy
citzen9096,Once a month,D,retired,42,no,no,9,south atlantic,0,0,0,$25000 or more,never,3,,0,Pretty Happy
citzen9098,Occassional,A,retired,23,no,,12,new england,0,0,0,$20000 - 24999,every week,1,3,1,Pretty Happy
citzen9099,Never,B,retired,23,yes,,12,south atlantic,0,0,0,,more thn once wk,3,,1,Very Happy
citzen91,Occassional,A,working parttime,50,yes,no,10,mountain,0,1,1,$25000 or more,once a month,1,,0,Very Happy
citzen910,2 - 3 times a month,D,working parttime,35,,,12,middle atlantic,0,0,1,$25000 or more,once a year,1,3,1,Pretty Happy
citzen9100,Once a month,G,school,60,,,14,e. nor. central,0,0,0,$4000 to 4999,never,1,3,1,Pretty Happy
citzen9101,Once a month,A,working fulltime,71,,no,14,south atlantic,0,0,0,$25000 or more,never,2,0,1,Pretty Happy
citzen9102,Never,B,working fulltime,42,no,no,12,middle atlantic,0,0,0,$25000 or more,lt once a year,3,,0,Pretty Happy
citzen9103,Once a month,A,working fulltime,51,no,,12,mountain,0,0,0,$20000 - 24999,once a year,3,3,0,Pretty Happy
citzen9105,Multiple times in a week,C,keeping house,,,,14,south atlantic,1,3,0,$3000 to 3999,more thn once wk,1,5,1,Not Happy
citzen9106,Occassional,B,retired,51,no,,9,new england,0,0,0,$25000 or more,more thn once wk,1,6,1,Very Happy
citzen9108,Rarely,D,working fulltime,62,,,17,pacific,0,0,0,$1000 to 2999,never,2,2,0,Very Happy
citzen911,Rarely,G,working parttime,36,no,no,14,pacific,0,0,1,$25000 or more,never,2,2,1,Very Happy
citzen9111,2 - 3 times a month,D,retired,30,no,no,13,south atlantic,0,0,0,$25000 or more,every week,3,,0,Not Happy
citzen9112,Occassional,F,working fulltime,21,,,15,e. sou. central,0,0,0,$20000 - 24999,sevrl times a yr,2,2,1,Pretty Happy
citzen9116,Rarely,D,working fulltime,66,,no,20,e. nor. central,0,0,0,$25000 or more,2-3x a month,1,,0,Pretty Happy
citzen9117,Rarely,E,working fulltime,47,,,14,new england,0,1,0,$25000 or more,sevrl times a yr,1,2,0,Very Happy
citzen9118,Occassional,D,keeping house,51,,,14,w. sou. central,2,1,0,$10000 - 14999,every week,1,2,1,Very Happy
citzen9119,Multiple times in a week,G,keeping house,,no,no,14,foreign,1,1,0,,more thn once wk,1,5,1,Not Happy
citzen912,,G,working fulltime,36,,,9,foreign,2,1,0,$25000 or more,2-3x a month,1,,0,Not Happy
citzen9120,Rarely,B,working fulltime,42,,,12,south atlantic,0,0,0,$25000 or more,once a year,1,,1,Pretty Happy
citzen9121,Rarely,B,working fulltime,66,,,16,w. nor. central,0,0,0,$25000 or more,more thn once wk,1,1,1,Very Happy
citzen9123,Occassional,G,working fulltime,42,,no,12,w. sou. central,0,0,0,$20000 - 24999,never,3,4,0,Pretty Happy
citzen9125,Occassional,,working fulltime,60,yes,no,12,w. nor. central,0,0,0,$25000 or more,once a year,3,,1,Very Happy
citzen9127,Occassional,C,retired,51,no,no,13,middle atlantic,0,0,0,$25000 or more,every week,3,,0,Very Happy
citzen9128,Rarely,D,retired,40,no,,6,south atlantic,0,0,0,$15000 - 19999,more thn once wk,3,3,0,Pretty Happy
citzen9129,Never,C,temp not working,64,,yes,20,middle atlantic,0,0,0,$25000 or more,every week,3,1,1,Very Happy
citzen913,Multiple times in a week,C,retired,36,,no,12,w. nor. central,0,0,0,$10000 - 14999,never,1,8,1,Not Happy
citzen9131,Multiple times in a week,D,keeping house,29,yes,no,,w. sou. central,,,,$25000 or more,every week,1,,1,Not Happy
citzen9132,Once a month,B,keeping house,40,yes,no,12,e. nor. central,0,0,0,$25000 or more,never,1,,1,Very Happy
citzen9135,Once a week,C,keeping house,29,no,no,12,middle atlantic,0,0,2,$25000 or more,never,3,1,1,Pretty Happy
citzen9136,Never,F,keeping house,36,yes,no,13,pacific,0,2,0,$25000 or more,once a month,2,4,1,Pretty Happy
citzen9138,Once a week,D,working fulltime,39,yes,no,12,e. sou. central,1,1,0,$25000 or more,every week,2,2,1,Very Happy
citzen9139,Never,G,keeping house,,no,no,14,w. sou. central,0,0,0,$25000 or more,more thn once wk,2,2,1,Very Happy
citzen914,Never,D,retired,51,no,,14,middle atlantic,0,0,0,,every week,1,,1,Pretty Happy
citzen9141,Occassional,G,working fulltime,74,no,no,20,foreign,0,1,0,$25000 or more,sevrl times a yr,1,1,1,Pretty Happy
citzen9142,Once a month,A,retired,20,no,,5,south atlantic,0,0,0,,,2,4,1,Pretty Happy
citzen9143,Rarely,B,working fulltime,44,yes,no,15,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,1,2,0,Pretty Happy
citzen9146,Once a week,A,working fulltime,32,,no,17,e. nor. central,0,0,0,$25000 or more,never,2,2,1,Pretty Happy
citzen9148,Once a week,B,working fulltime,51,no,no,16,south atlantic,0,0,0,$25000 or more,2-3x a month,2,1,0,Very Happy
citzen915,Multiple times in a week,F,working parttime,51,no,no,12,e. nor. central,2,0,0,$25000 or more,once a year,1,,1,Not Happy
citzen9150,Once a month,A,working fulltime,54,no,no,11,middle atlantic,0,0,0,$25000 or more,never,2,2,0,Pretty Happy
citzen9152,2 - 3 times a month,D,working parttime,25,,,15,w. nor. central,0,0,0,$10000 - 14999,sevrl times a yr,3,,0,Pretty Happy
citzen9153,2 - 3 times a month,G,retired,39,,no,16,e. nor. central,0,0,0,$20000 - 24999,never,1,5,1,Very Happy
citzen9154,,C,working fulltime,29,,,12,e. sou. central,1,2,0,$10000 - 14999,every week,1,2,1,Not Happy
citzen9155,2 - 3 times a month,B,working fulltime,22,,no,15,foreign,0,0,1,$25000 or more,once a year,2,4,1,Pretty Happy
citzen9157,,B,working parttime,42,,,14,e. nor. central,0,0,0,$25000 or more,never,1,4,1,Not Happy
citzen9159,Once a month,C,working fulltime,30,yes,,9,e. sou. central,0,2,1,$15000 - 19999,once a month,2,3,0,Not Happy
citzen9161,Multiple times in a week,D,retired,36,yes,,6,e. sou. central,0,0,0,$8000 to 9999,never,2,10,0,Not Happy
citzen9162,Once a month,A,working fulltime,32,,no,10,south atlantic,0,0,0,$3000 to 3999,never,3,1,1,Not Happy
citzen9164,Occassional,B,keeping house,61,no,no,18,south atlantic,1,0,0,$25000 or more,once a year,1,,1,Pretty Happy
citzen9165,Multiple times in a week,B,working fulltime,36,,no,11,w. sou. central,0,0,0,,2-3x a month,3,3,1,Pretty Happy
citzen9168,Once a week,B,working fulltime,46,,,16,new england,0,0,0,$25000 or more,once a year,2,1,1,Pretty Happy
citzen9170,2 - 3 times a month,B,working fulltime,23,,,12,mountain,0,0,0,$5000 to 5999,lt once a year,2,4,1,Pretty Happy
citzen9172,Rarely,A,working fulltime,33,,,18,w. nor. central,0,0,0,$25000 or more,lt once a year,2,1,1,Very Happy
citzen9173,Rarely,B,working fulltime,51,yes,no,12,pacific,0,0,0,$25000 or more,every week,2,2,1,Very Happy
citzen9179,Never,G,working fulltime,57,,,15,w. nor. central,0,0,0,$25000 or more,nrly every week,2,2,1,Pretty Happy
citzen918,2 - 3 times a month,D,working fulltime,29,yes,no,12,south atlantic,0,2,2,$25000 or more,never,2,1,1,Pretty Happy
citzen9180,Rarely,G,working parttime,66,no,no,17,middle atlantic,3,0,0,$25000 or more,never,1,,1,Pretty Happy
citzen9183,Occassional,G,keeping house,23,no,no,13,pacific,0,0,0,$25000 or more,never,3,,1,Pretty Happy
citzen9184,Occassional,C,working fulltime,51,no,,12,foreign,0,3,0,$25000 or more,once a month,2,1,0,Very Happy
citzen9185,Once a week,B,retired,39,no,no,14,w. nor. central,0,0,0,$10000 - 14999,lt once a year,1,6,0,Very Happy
citzen9189,Once a week,C,working fulltime,51,no,,12,south atlantic,0,2,0,$25000 or more,every week,2,2,0,Very Happy
citzen919,Once a week,G,working fulltime,60,,no,16,w. sou. central,1,0,0,$25000 or more,never,3,2,0,Very Happy
citzen9190,Once a week,G,school,28,no,no,12,w. sou. central,0,0,0,$15000 - 19999,once a month,1,3,1,Pretty Happy
citzen9191,Once a week,C,working parttime,29,,,,e. sou. central,0,0,0,$10000 - 14999,once a year,1,,1,Pretty Happy
citzen9192,Occassional,B,working fulltime,47,no,,13,mountain,2,0,0,$25000 or more,2-3x a month,1,2,0,Very Happy
citzen9194,2 - 3 times a month,F,working fulltime,42,,,13,w. sou. central,0,0,0,,more thn once wk,3,3,0,Pretty Happy
citzen9195,2 - 3 times a month,F,working parttime,23,no,no,12,e. nor. central,0,0,0,,never,1,5,1,Pretty Happy
citzen9196,Never,D,working fulltime,34,,no,11,south atlantic,3,1,0,$25000 or more,sevrl times a yr,1,,0,Pretty Happy
citzen9197,Rarely,D,working fulltime,60,no,no,13,w. sou. central,1,3,0,$25000 or more,lt once a year,1,,0,Very Happy
citzen9199,Occassional,E,working fulltime,48,,no,16,pacific,0,0,0,$25000 or more,sevrl times a yr,3,,0,Pretty Happy
citzen9202,Occassional,A,retired,52,,,16,new england,0,0,0,,never,1,,0,Pretty Happy
citzen9205,Never,F,working fulltime,52,no,no,16,e. nor. central,0,0,0,$25000 or more,nrly every week,3,3,0,Very Happy
citzen9208,Multiple times in a week,B,temp not working,34,,no,15,e. nor. central,2,3,0,,2-3x a month,1,,1,Not Happy
citzen921,Once a month,G,working fulltime,45,yes,no,16,e. nor. central,0,0,0,$25000 or more,2-3x a month,1,2,0,Very Happy
citzen9210,Occassional,E,retired,65,no,yes,12,e. nor. central,0,0,0,,never,1,4,0,Pretty Happy
citzen9211,Once a week,A,working fulltime,35,no,no,6,foreign,0,0,2,$25000 or more,once a month,3,2,1,Pretty Happy
citzen9212,Rarely,D,working fulltime,32,no,no,11,foreign,1,0,0,$25000 or more,every week,1,1,1,Very Happy
citzen9214,,G,retired,42,no,,13,foreign,0,0,0,lt $1000,sevrl times a yr,1,,1,Not Happy
citzen9215,Once a month,D,keeping house,29,no,no,12,e. nor. central,0,0,0,$25000 or more,once a month,3,,1,Pretty Happy
citzen9217,Once a month,A,working fulltime,47,,no,14,w. nor. central,0,0,0,,once a year,2,5,0,Pretty Happy
citzen9218,Multiple times in a week,D,working fulltime,51,no,,12,pacific,0,2,1,$25000 or more,never,1,4,1,Not Happy
citzen9219,Rarely,B,working fulltime,32,yes,no,14,pacific,0,0,1,,sevrl times a yr,3,1,1,Pretty Happy
citzen9221,Once a week,E,retired,54,no,no,12,new england,0,0,0,$25000 or more,never,1,,0,Very Happy
citzen9229,Rarely,G,working parttime,31,yes,no,16,e. nor. central,0,0,1,$25000 or more,every week,1,,1,Pretty Happy
citzen923,Multiple times in a week,C,working fulltime,30,yes,no,12,mountain,0,0,0,$10000 - 14999,once a year,1,5,1,Very Happy
citzen9230,Occassional,B,working fulltime,51,,,16,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,2,0,Pretty Happy
citzen9233,2 - 3 times a month,F,school,,,no,13,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,2,1,1,Pretty Happy
citzen9236,Multiple times in a week,B,working fulltime,43,,no,14,middle atlantic,0,0,1,$25000 or more,sevrl times a yr,1,,1,Not Happy
citzen9237,Once a month,D,working fulltime,24,,no,12,middle atlantic,1,0,1,$10000 - 14999,sevrl times a yr,1,,1,Pretty Happy
citzen9238,Once a month,C,working parttime,43,no,no,16,foreign,1,0,0,$5000 to 5999,never,2,4,1,Pretty Happy
citzen924,2 - 3 times a month,,working fulltime,51,,,16,south atlantic,0,0,0,$25000 or more,once a year,2,2,0,Pretty Happy
citzen9240,Once a month,E,working fulltime,39,,,14,middle atlantic,0,0,0,,more thn once wk,1,,1,Pretty Happy
citzen9241,2 - 3 times a month,D,keeping house,65,yes,no,14,pacific,2,0,1,$25000 or more,sevrl times a yr,1,1,1,Very Happy
citzen9242,Once a month,C,school,,,,13,w. nor. central,0,0,0,$3000 to 3999,every week,1,2,0,Very Happy
citzen9244,2 - 3 times a month,A,working parttime,28,,,13,south atlantic,0,0,0,$5000 to 5999,every week,2,4,0,Pretty Happy
citzen9246,,A,working fulltime,42,,,13,w. sou. central,1,0,0,$15000 - 19999,once a month,1,,1,Not Happy
citzen9247,Rarely,B,working parttime,61,yes,no,18,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,1,,1,Pretty Happy
citzen9249,Once a month,D,working fulltime,33,,yes,14,south atlantic,2,1,0,,2-3x a month,2,1,0,Pretty Happy
citzen9251,Once a month,G,working fulltime,32,no,no,15,e. nor. central,0,0,1,$25000 or more,once a month,1,3,0,Very Happy
citzen9252,Occassional,B,working fulltime,17,no,,17,w. nor. central,0,0,0,$3000 to 3999,more thn once wk,1,,0,Pretty Happy
citzen9253,Multiple times in a week,G,keeping house,36,no,,13,e. sou. central,0,0,0,$10000 - 14999,nrly every week,2,5,1,Pretty Happy
citzen9255,Multiple times in a week,C,keeping house,36,yes,,11,w. sou. central,0,0,0,$25000 or more,2-3x a month,3,,1,Not Happy
citzen9257,Once a month,C,working parttime,38,no,no,14,e. sou. central,0,3,2,$25000 or more,nrly every week,3,1,1,Pretty Happy
citzen9258,,A,keeping house,28,no,no,12,mountain,0,0,0,$25000 or more,every week,2,3,1,Not Happy
citzen9259,Occassional,G,retired,23,no,yes,12,e. nor. central,0,0,0,$25000 or more,more thn once wk,1,2,1,Very Happy
citzen926,2 - 3 times a month,A,keeping house,32,no,no,12,south atlantic,0,0,0,$25000 or more,every week,1,1,1,Very Happy
citzen9264,,C,working fulltime,49,,,11,pacific,0,0,0,$20000 - 24999,never,2,2,0,Not Happy
citzen9265,Occassional,D,working parttime,46,,no,14,e. sou. central,0,0,0,,more thn once wk,3,3,1,Pretty Happy
citzen927,2 - 3 times a month,B,working fulltime,36,no,no,12,new england,2,1,0,$25000 or more,once a year,3,,1,Very Happy
citzen9271,Rarely,G,working fulltime,29,no,no,6,foreign,0,0,1,$25000 or more,once a year,1,2,0,Pretty Happy
citzen9272,Never,C,temp not working,28,,no,12,middle atlantic,1,0,2,$15000 - 19999,2-3x a month,2,5,1,Pretty Happy
citzen9274,Once a month,A,working parttime,31,yes,no,12,middle atlantic,0,0,0,$25000 or more,lt once a year,2,4,1,Pretty Happy
citzen9276,Once a week,A,keeping house,65,no,no,16,south atlantic,2,0,0,$25000 or more,lt once a year,1,1,1,Very Happy
citzen9277,Never,E,retired,51,no,no,8,w. nor. central,0,0,0,$20000 - 24999,once a year,3,3,0,Pretty Happy
citzen9278,,G,working fulltime,51,,,14,w. sou. central,0,0,0,$25000 or more,once a year,1,1,0,Not Happy
citzen928,2 - 3 times a month,B,working fulltime,33,no,,13,e. nor. central,0,0,1,$25000 or more,every week,3,2,0,Pretty Happy
citzen9281,2 - 3 times a month,D,working fulltime,34,no,no,14,mountain,2,0,0,$25000 or more,once a year,1,2,1,Pretty Happy
citzen9282,Never,E,working fulltime,64,,,17,pacific,0,0,0,$25000 or more,nrly every week,1,,1,Pretty Happy
citzen9285,Never,C,working fulltime,42,no,no,12,south atlantic,0,0,0,$25000 or more,more thn once wk,3,1,1,Very Happy
citzen9286,Never,B,working fulltime,32,,,12,e. sou. central,2,0,2,$15000 - 19999,once a month,2,2,1,Very Happy
citzen9289,Once a month,E,keeping house,35,no,no,8,new england,0,0,2,$15000 - 19999,once a month,3,,1,Pretty Happy
citzen9290,Never,D,working fulltime,31,no,no,14,foreign,1,0,0,$20000 - 24999,sevrl times a yr,1,,1,Very Happy
citzen9291,Once a week,C,working fulltime,65,no,,15,w. sou. central,0,1,1,$25000 or more,2-3x a month,3,1,1,Pretty Happy
citzen9294,Rarely,B,keeping house,42,yes,no,,pacific,0,0,0,$10000 - 14999,once a year,1,,1,Pretty Happy
citzen9295,Once a week,A,keeping house,23,no,no,11,middle atlantic,0,0,0,,every week,3,4,1,Pretty Happy
citzen9297,Rarely,G,working fulltime,64,yes,no,16,w. sou. central,0,0,0,$25000 or more,sevrl times a yr,2,2,1,Pretty Happy
citzen9298,Once a month,G,working fulltime,40,no,no,,foreign,1,1,0,$25000 or more,once a month,1,,0,Pretty Happy
citzen9299,Occassional,A,retired,32,no,no,12,e. nor. central,0,0,0,$25000 or more,more thn once wk,3,,1,Very Happy
citzen93,Occassional,C,working fulltime,46,yes,no,13,south atlantic,0,0,0,$25000 or more,sevrl times a yr,1,1,1,Pretty Happy
citzen930,Never,B,retired,51,no,,12,e. nor. central,0,0,0,,every week,2,1,1,Very Happy
citzen9300,Once a month,B,working fulltime,65,no,no,16,e. nor. central,1,0,0,$25000 or more,sevrl times a yr,1,3,1,Pretty Happy
citzen9302,2 - 3 times a month,C,working fulltime,51,yes,no,12,e. sou. central,1,1,0,$25000 or more,,2,3,0,Very Happy
citzen9309,2 - 3 times a month,G,working fulltime,51,,,12,pacific,1,0,0,$25000 or more,never,2,2,1,Not Happy
citzen9310,Multiple times in a week,E,retired,34,,,11,middle atlantic,0,0,0,$10000 - 14999,never,1,,1,Not Happy
citzen9311,Once a week,G,keeping house,24,no,,11,new england,0,0,0,$20000 - 24999,lt once a year,1,,1,Pretty Happy
citzen9316,Occassional,F,school,65,,,13,w. nor. central,0,0,0,$25000 or more,never,2,1,1,Pretty Happy
citzen9317,2 - 3 times a month,C,working fulltime,60,no,no,15,e. nor. central,2,0,0,,sevrl times a yr,3,,0,Very Happy
citzen9318,Once a month,G,retired,36,no,,12,pacific,0,0,0,$25000 or more,never,2,5,0,Pretty Happy
citzen9319,Once a month,A,working fulltime,60,no,no,18,new england,1,0,0,,lt once a year,2,3,0,Very Happy
citzen932,Rarely,A,temp not working,31,yes,no,12,south atlantic,0,0,0,$25000 or more,lt once a year,2,3,1,Very Happy
citzen9320,Once a month,G,working fulltime,51,,,14,w. nor. central,0,0,0,$25000 or more,once a year,1,2,1,Pretty Happy
citzen9322,Rarely,G,working fulltime,43,,no,14,w. nor. central,0,1,0,$25000 or more,sevrl times a yr,1,1,1,Pretty Happy
citzen9323,Never,F,working fulltime,22,no,no,12,e. sou. central,0,0,0,,once a year,2,2,0,Pretty Happy
citzen9326,2 - 3 times a month,C,keeping house,39,no,no,12,w. sou. central,1,0,0,$25000 or more,lt once a year,3,3,1,Pretty Happy
citzen933,2 - 3 times a month,B,working fulltime,29,,,10,south atlantic,0,1,0,,sevrl times a yr,1,3,1,Pretty Happy
citzen9330,2 - 3 times a month,G,"unempl, laid off",23,,,,pacific,0,0,0,$25000 or more,once a year,1,3,1,Pretty Happy
citzen9331,Multiple times in a week,G,working parttime,39,no,,13,w. nor. central,0,0,0,$25000 or more,2-3x a month,1,,1,Not Happy
citzen9333,Occassional,C,working parttime,57,,no,13,e. nor. central,3,0,0,$10000 - 14999,every week,2,2,1,Pretty Happy
citzen9334,,G,other,25,,no,15,mountain,0,0,0,$25000 or more,every week,2,1,0,Not Happy
citzen9336,2 - 3 times a month,G,working fulltime,28,no,no,12,pacific,0,0,2,$25000 or more,once a month,2,1,1,Pretty Happy
citzen9340,2 - 3 times a month,G,working fulltime,48,,no,13,south atlantic,0,0,0,$25000 or more,once a year,3,2,1,Very Happy
citzen9341,2 - 3 times a month,F,keeping house,86,no,no,12,middle atlantic,0,0,0,$25000 or more,2-3x a month,1,2,1,Very Happy
citzen9343,Multiple times in a week,B,working fulltime,41,yes,no,20,w. sou. central,1,1,0,$25000 or more,sevrl times a yr,2,1,0,Not Happy
citzen9344,Occassional,C,working fulltime,33,no,no,13,south atlantic,1,0,0,$25000 or more,every week,2,3,0,Very Happy
citzen935,Rarely,A,working fulltime,66,no,,16,middle atlantic,0,0,0,$25000 or more,every week,3,1,1,Pretty Happy
citzen9351,,A,retired,46,no,,12,middle atlantic,0,0,0,,never,1,,1,Not Happy
citzen9352,Rarely,D,working fulltime,36,,,16,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,3,,0,Very Happy
citzen9357,Never,A,working fulltime,36,,no,14,w. sou. central,0,0,0,$10000 - 14999,2-3x a month,2,3,1,Pretty Happy
citzen9358,Rarely,G,working parttime,36,no,no,16,e. nor. central,0,1,2,$25000 or more,2-3x a month,1,3,1,Pretty Happy
citzen9359,Rarely,E,keeping house,31,no,,8,w. sou. central,0,0,0,$7000 to 7999,never,1,3,1,Very Happy
citzen9360,Once a week,B,school,45,yes,,13,middle atlantic,0,0,0,$25000 or more,lt once a year,2,1,0,Pretty Happy
citzen9361,Occassional,A,working fulltime,75,no,no,16,middle atlantic,0,0,0,$25000 or more,sevrl times a yr,1,,0,Very Happy
citzen9362,2 - 3 times a month,F,working fulltime,29,yes,no,12,e. nor. central,0,0,0,$25000 or more,once a month,1,1,1,Very Happy
citzen9364,Never,D,retired,42,yes,no,12,e. nor. central,0,0,0,$25000 or more,sevrl times a yr,3,,0,Very Happy
citzen9365,Once a week,A,working fulltime,51,,,12,middle atlantic,0,0,0,$10000 - 14999,lt once a year,1,4,1,Pretty Happy
citzen9368,Once a month,F,working parttime,50,,,13,e. nor. central,2,0,0,$25000 or more,lt once a year,2,2,1,Pretty Happy
citzen9370,Occassional,A,"unempl, laid off",17,no,no,18,new england,1,0,0,$20000 - 24999,once a year,3,,0,Not Happy
citzen9373,Rarely,A,keeping house,,,,10,e. sou. central,2,0,0,$1000 to 2999,sevrl times a yr,1,12,1,Pretty Happy
citzen9375,Once a week,C,working fulltime,55,,,16,w. nor. central,0,0,0,$20000 - 24999,2-3x a month,2,2,1,Pretty Happy
citzen9377,Rarely,G,working fulltime,36,no,no,16,e. sou. central,0,0,0,$25000 or more,every week,1,,1,Very Happy
citzen938,Once a month,D,temp not working,60,no,no,17,foreign,0,0,0,$25000 or more,2-3x a month,3,3,0,Pretty Happy
citzen9381,Never,A,keeping house,,no,,12,e. sou. central,0,0,0,$8000 to 9999,every week,1,2,1,Pretty Happy
citzen9386,2 - 3 times a month,D,working fulltime,46,,,14,middle atlantic,0,0,0,$25000 or more,never,1,2,0,Pretty Happy
citzen939,Never,G,other,37,,no,7,south atlantic,0,0,0,,never,3,12,0,Very Happy
citzen9390,Once a week,G,keeping house,43,no,no,13,south atlantic,2,2,0,$15000 - 19999,every week,3,,1,Very Happy
citzen9391,Multiple times in a week,A,temp not working,32,,,11,w. sou. central,0,2,2,$25000 or more,once a month,3,,0,Pretty Happy
citzen9393,,C,working fulltime,35,,no,3,foreign,1,0,2,$20000 - 24999,once a year,2,0,1,Not Happy
citzen9394,Once a month,D,retired,42,,no,7,e. nor. central,0,0,0,$7000 to 7999,never,1,,0,Pretty Happy
citzen9395,Multiple times in a week,C,working fulltime,36,no,no,9,middle atlantic,2,0,0,,,2,2,0,Not Happy
